timestamp,ac_1,ac_2,ac_3,ac_4,ac_5,ac_6,ac_7,ac_8,ac_9,ac_10,ac_11,ac_12,ac_13,ac_14,ac_15,ac_16,ac_17,ac_18,hotel
2019-08-01 00:00:00,6.831316560872167,8.499430680338834,1.8186815195719168,0.9751859700521001,2.2267054758708,4.305690393066251,2.6781045654304165,4.827529211424833,3.6313821451824166,2.5610744425457503,1.6481856435140834,2.0272004389445,4.716226511636917,5.2319729899095835,5.657984163412333,4.25205588378975,2.6299531392415836,5.14852694702175,69.66720668182599
2019-08-01 01:00:00,7.409921105957666,8.464054630534084,1.47330509745305,1.8422069451628642,2.2310212229415,4.30456770223,2.6037611857091667,4.467366446940333,3.0531473327645,2.66062148234125,1.35720646565775,1.8938044748941667,5.089798535156417,5.68933385009775,5.939549023436999,4.606612174478832,2.574381097412417,3.9718648600258333,69.63252363319458
2019-08-01 02:00:00,7.35608116048175,8.112770402018583,1.4922028391524,1.4785490570070001,1.9975567342115832,4.2328912902844165,2.7731722513835,3.7927592041014164,3.116218929037333,2.8033661621086665,1.5442928548180999,1.9127180277515,4.03199022827175,5.029272497558334,6.225176635743,5.284894104003916,2.7411243570958335,3.94928844401025,67.87432517903935
2019-08-01 03:00:00,6.633609684245999,7.9084043945315,2.2501471913658166,1.4521415659589332,2.08757285257975,4.725450569661667,3.0213268412264167,3.8978435099274997,2.8450149047850832,2.7292381144202498,1.1175794230139169,1.6778915303552333,4.406183886719166,5.016429899088499,4.9102328613285,4.990273262532583,4.248620733643083,3.8982522399910002,67.81621346537489
2019-08-01 04:00:00,6.5954056803385,7.297426123046833,1.7330848734534,2.5561843790695,1.8697496582031832,3.60656923421275,2.9270276631675833,3.7570712666823334,3.3853241678874166,2.5996312784831668,1.21102472432505,1.8310260681160166,3.9838654195146668,4.278250732422333,5.3263932739256665,4.8153376098628335,4.17640237426775,3.9386324869795,65.88840701395848
2019-08-01 05:00:00,6.215397672527001,7.094660030110166,2.2874852945965,3.63986046752975,1.6164235229495831,4.370740108235666,2.5867329508455,3.2071678426110832,2.77001269124325,2.442868951415833,1.4010087626135332,1.9509478454591165,4.174934096272583,4.05711665445875,4.658431007894166,4.63911798502625,4.099427956135917,7.372638928222667,68.58497276814732
2019-08-01 06:00:00,6.053008837890833,6.576262687174583,1.7782213918046332,2.6746905008959163,1.92940690002375,3.371443400065,2.8504403198233335,3.191621420287833,3.822193857829417,2.319872892253083,1.4717552012125834,1.8333944010416834,5.1700030741385,3.1768693237301666,4.756662772623,4.13520651448525,4.655081693522167,9.293477229817666,69.0596124186194
2019-08-01 07:00:00,5.2208712158205,7.476719112142584,1.61611151631725,2.1124585886644165,1.70595842895495,3.7210095499671665,2.94992520141675,2.4386420827231663,2.383607646178867,1.9852608011886,0.6744988667805834,1.7949142679850167,4.8295354003905,3.3064883890795,4.6554656880695,3.69544087727875,4.692124011230916,9.344080444335917,64.60311208852492
2019-08-01 08:00:00,1.8668860656736668,7.047296496581667,2.014355013020667,2.48441971130375,1.5824285359701833,2.834595141601167,2.8239094319655833,2.08905859781925,2.2251557627350165,1.5379172154745668,1.168860813395,1.9763564860030833,4.230137538655416,2.095826738484917,4.675217940267333,3.0862827514648337,4.7916615966794165,9.541348372396417,58.07171420949193
2019-08-01 09:00:00,1.8743154876715,6.572428340657416,1.7849999959310834,2.31478644307475,1.4272275370279668,2.592808982339333,2.5778777587897497,2.9245575419112497,1.669283009848,1.08654565734895,1.4022115620936666,1.9269945220943834,5.694717649332667,2.3281682179773333,3.482973822021083,3.6960025960290834,4.88478980306,9.560318269856749,57.80100719706497
2019-08-01 10:00:00,2.3227672983799166,7.115503885904833,2.0547027913405,1.623261432902,0.97312895100895,2.0438363037104166,2.2768485046375,3.4716369181304167,2.313496773274083,1.2962098266605167,1.1601348114015002,1.5286896769197833,4.318686112467583,1.6101076497384168,3.5543435078934165,2.1719052551275833,5.058308931477916,9.860187849939999,54.75375648091533
2019-08-01 11:00:00,2.1126944783531,7.540343965657333,1.4890446970626334,2.2224339721688335,1.052868753052175,2.458159374999833,2.0069856628430833,3.1324452234896834,3.2766827331538333,1.1526710276286167,3.1241247650145,2.0911849263514166,3.415494132486917,1.5337325419113335,3.003871873983,2.2918408223473334,5.142530273438167,7.833628560385417,54.88073778432721
2019-08-01 12:00:00,0.8484140909831667,6.66647996419225,2.1895090871175835,2.0786932067868333,1.0181732279455582,1.6376491312654167,2.028767760213417,3.8136261718740836,3.04902479248,1.0664651590979832,2.351753586832167,2.9403625188194833,4.2438966674805005,1.1699567087804168,3.7106808787034167,1.8562232828776,5.1865178222659996,7.736097497559084,53.59229155527496
2019-08-01 13:00:00,0.7350681391398833,6.508944787597167,2.57113170369525,3.3733992818203333,0.9544591659540417,0.7854945856729001,1.19595049133225,4.751362817382667,1.7348262654625002,1.2168233011879002,2.58385884602925,2.7177501444499166,4.1498947021489165,1.6002821807863334,3.4940981994635,2.5176465433756667,5.335895353190083,7.417125809733666,53.644012318422234
2019-08-01 14:00:00,2.8239818715409166,7.7676531494136665,1.7431530029285833,2.9735875447585003,0.7508696212765417,0.9528107493086666,0.8195657104490001,4.753341518147917,1.6231694010412498,1.562596589153,2.760619746908,3.9090518656405,3.874370119222083,1.8515873718261666,3.9624378580724997,2.0833315816244165,5.3976574340825,7.764021472167667,57.373806607561875
2019-08-01 15:00:00,5.213215676880583,7.4521494059255,2.6966105509445835,5.151441072591417,0.9971701619462501,0.8412786336257501,2.9703571820571,3.4579285237621664,1.6513882314051667,0.8109590606685834,2.6482975708004166,3.7314649251302496,4.793524155681084,2.2834815734859166,3.3880766611733666,3.1687506978355,5.283359175618751,7.60833179524825,64.14778505478063
2019-08-01 16:00:00,5.2567316894535,6.659479268392333,3.02145302124,4.4360812235515,1.0272048268639833,0.7569754089358334,2.6124740712478003,2.9133414347325,1.26449545796725,1.0265846720370166,2.0021033101395833,3.5646737792964998,6.95438661295575,2.306378337606333,3.7767504994717664,1.8092251403805002,5.15054897054125,8.13265066731775,62.67153839213115
2019-08-01 17:00:00,3.9014135131838334,8.02794712320925,2.8816727457687503,6.685983571369917,1.4354559071858835,1.41414637781735,2.450857165527533,2.6443586934411667,1.5247156595871334,0.9922251668295167,0.953275278727375,4.3891501261385,6.661971946208083,2.68742201436325,3.223023046875417,2.216737504069083,5.1473987711595,8.46281769205725,65.70057230351878
2019-08-01 18:00:00,3.0642116271968334,7.379773750813333,3.4036498718266666,4.76870456542975,1.1481535390215167,2.802204874675,3.31429862264025,2.2631382405608336,0.0,1.1380608235670917,0.44034489339204164,3.7219654174809165,5.554871689859667,3.98206106160525,2.0086601155595836,3.6159192952481667,5.176330680339083,8.483984822590916,62.26633389180691
2019-08-01 19:00:00,1.4914924407961834,6.541572733561667,2.80190185750225,5.469840132650001,1.1776408859248249,2.0378884694415,2.8901575948083336,2.10645733744375,0.0,1.4446177632651418,1.7488019948320832,3.0782193176273336,4.539156087239917,2.675841188558,3.9515374511720833,4.335670796713083,5.108701289876583,8.365232649739083,59.764729991151825
