timestamp,hotel,shift_1,shift_2,rolling_1_mean,rolling_2_mean,rolling_3_mean,rolling_2_min,rolling_2_max
2019-08-01 00:00:00,69.66720668182599,,,69.66720668182599,,,,
2019-08-01 01:00:00,69.63252363319458,69.66720668182599,,69.63252363319458,69.64986515751028,,69.63252363319458,69.66720668182599
2019-08-01 02:00:00,67.87432517903935,69.63252363319458,69.66720668182599,67.87432517903935,68.75342440611696,69.05801849801998,67.87432517903935,69.63252363319458
2019-08-01 03:00:00,67.81621346537489,67.87432517903935,69.63252363319458,67.81621346537489,67.84526932220712,68.44102075920294,67.81621346537489,67.87432517903935
2019-08-01 04:00:00,65.88840701395848,67.81621346537489,67.87432517903935,65.88840701395848,66.85231023966668,67.19298188612424,65.88840701395848,67.81621346537489
2019-08-01 05:00:00,68.58497276814732,65.88840701395848,67.81621346537489,68.58497276814732,67.2366898910529,67.4298644158269,65.88840701395848,68.58497276814732
2019-08-01 06:00:00,69.0596124186194,68.58497276814732,65.88840701395848,69.0596124186194,68.82229259338337,67.84433073357508,68.58497276814732,69.0596124186194
2019-08-01 07:00:00,64.60311208852492,69.0596124186194,68.58497276814732,64.60311208852492,66.83136225357217,67.41589909176388,64.60311208852492,69.0596124186194
2019-08-01 08:00:00,58.07171420949193,64.60311208852492,69.0596124186194,58.07171420949193,61.33741314900843,63.91147957221208,58.07171420949193,64.60311208852492
2019-08-01 09:00:00,57.80100719706497,58.07171420949193,64.60311208852492,57.80100719706497,57.93636070327845,60.158611165027274,57.80100719706497,58.07171420949193
2019-08-01 10:00:00,54.75375648091533,57.80100719706497,58.07171420949193,54.75375648091533,56.27738183899015,56.87549262915741,54.75375648091533,57.80100719706497
2019-08-01 11:00:00,54.88073778432721,54.75375648091533,57.80100719706497,54.88073778432721,54.81724713262127,55.81183382076917,54.75375648091533,54.88073778432721
2019-08-01 12:00:00,53.59229155527496,54.88073778432721,54.75375648091533,53.59229155527496,54.23651466980108,54.40892860683917,53.59229155527496,54.88073778432721
2019-08-01 13:00:00,53.64401231842224,53.59229155527496,54.88073778432721,53.64401231842224,53.618151936848605,54.03901388600813,53.59229155527496,53.64401231842224
2019-08-01 14:00:00,57.37380660756188,53.64401231842224,53.59229155527496,57.37380660756188,55.508909462992065,54.87003682708636,53.64401231842224,57.37380660756188
2019-08-01 15:00:00,64.14778505478063,57.37380660756188,53.64401231842224,64.14778505478063,60.76079583117126,58.38853466025492,57.37380660756188,64.14778505478063
